year,Base case cost,Modeled residential energy efficiency
2017,477382.561984,480345.588229
2018,510468.786936,511312.530123
2019,553969.059633,552150.31127
2020,580318.93443,576921.74036
2021,602792.459395,598086.674497
2022,610849.552183,605053.803562
2023,628434.864511,621665.696405
2024,644396.326448,636769.935824
2025,661469.619993,652949.273791
2026,669031.355468,659529.12581
2027,687399.756764,676979.983246
2028,704044.338865,692821.90887
2029,711872.657819,699707.83213
2030,727821.944997,714930.728609
2031,747951.975131,734143.169835
2032,768348.588743,753634.163603
2033,776576.782914,760968.426462
2034,798418.457484,781876.720673
2035,816312.649642,799052.134049
2036,825869.274498,807697.411401
