year,Base case cost,Modeled non-residential energy efficiency
2017,257371.557731,270861.500528
2018,270964.823713,282310.701773
2019,289898.301332,298664.946276
2020,298636.829463,305721.162946
2021,304947.988669,310580.094063
2022,309317.252735,313685.056451
2023,312715.56923,315923.208137
2024,315142.938156,317294.060504
2025,318055.780866,319128.623932
2026,321939.571147,321870.26162
2027,325337.887642,324187.030969
2028,327765.256568,325634.658398
2029,331649.046849,328431.855834
2030,333590.941989,329471.395201
2031,337474.73227,332303.496076
