year,population
2003,220.0
2004,249.0
2005,256.0
2006,247.0
2007,219.0
2008,209.0
2009,196.0
2010,210.0
2011,206.0
2012,209.0
2013,211.0
2014,214.0
2015,216.0
2016,219.0
2017,221.0
2018,224.0
2019,228.0
2020,231.0
2021,233.0
2022,236.0
2023,239.0
2024,241.0
2025,244.0
2026,246.0
2027,248.0
2028,251.0
2029,253.0
2030,256.0
2031,258.0
2032,261.0
2033,263.0
2034,266.0
2035,268.0
2036,271.0
2037,273.0
2038,276.0
2039,279.0
2040,283.0
