year,Base case diesel consumed,Modeled non-residential ashp
2017,32635.7940814,22845.0558668
2018,32635.7940814,22845.0558668
2019,32635.7940814,22845.0558668
2020,32635.7940814,22845.0558668
2021,32635.7940814,22845.0558668
2022,32635.7940814,22845.0558668
2023,32635.7940814,22845.0558668
2024,32635.7940814,22845.0558668
2025,32635.7940814,22845.0558668
2026,32635.7940814,22845.0558668
2027,32635.7940814,22845.0558668
2028,32635.7940814,22845.0558668
2029,32635.7940814,22845.0558668
2030,32635.7940814,22845.0558668
2031,32635.7940814,22845.0558668
