year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,149476.9,289268.31,,107894.66,188114.26
2018,,158614.92,311477.58,,112349.9,198991.21
2019,,171342.88,340705.83,,118555.42,213263.23
2020,,177217.33,358543.41,,121419.5,221775.52
2021,,181459.98,373821.28,,123488.01,228971.18
2022,,184397.2,379223.09,,124920.05,231626.47
2023,,186681.71,391255.24,,126033.86,237179.63
2024,,188313.5,402209.57,,126829.44,242186.76
2025,,190271.64,413923.45,,127784.14,247546.17
2026,,192882.51,419019.25,,129057.06,250012.11
2027,,195167.01,431627.52,,130170.88,255772.23
2028,,196798.8,443084.43,,130966.45,260959.91
2029,,199409.67,448376.36,,132239.38,263496.3
2030,,200715.1,459380.16,,132875.84,268441.78
2031,,203325.96,473226.05,,134148.77,274725.92
2032,,,487268.08,,,281080.51
2033,,,492854.19,,,283722.59
2034,,,507900.93,,,290517.53
2035,,,520277.18,,,296035.47
2036,,,526782.21,,,299087.07
