year,Base case cost,Modeled diesel efficiency
2019,893185.505361,1074783.32185
2020,937700.442404,1109092.1535
2021,969987.397582,1132428.99642
2022,995393.12887,1149651.15628
2023,1014404.64005,1161198.05972
2024,1029464.29549,1169286.81127
2025,1047626.67187,1180327.51146
2026,1068918.21283,1194341.12276
2027,1087265.69472,1205803.5277
2028,1104702.33997,1216560.17565
2029,1124763.51692,1229822.17204
2030,1138766.16114,1237693.02321
2031,1161099.28787,1253250.91899
2032,1183555.81827,1269032.20964
2033,1207119.309,1285928.43105
2034,1231377.67994,1303562.4196
2035,1247950.49948,1314313.1153
2036,1272450.53595,1332371.51647
2037,1289815.19572,1344041.98562
2038,1314566.44681,1362523.99681
