year,annotation,diesel generation efficiency
2002,,14.0
2003,,13.23
2004,,12.63
2005,,12.14
2006,,11.87
2007,,11.82
2008,,13.34
2009,,13.57
2010,,13.42
2011,,13.28
2012,,13.21
2013,,12.5
2014,,13.88
2015,,14.46
2016,start of forecast,13.61
2017,,13.61
2018,,13.61
2019,,13.61
2020,,13.61
2021,,13.61
2022,,13.61
2023,,13.61
2024,,13.61
2025,,13.61
2026,,13.61
2027,,13.61
2028,,13.61
2029,,13.61
2030,,13.61
2031,,13.61
2032,,13.61
2033,,13.61
2034,,13.61
2035,,13.61
2036,,13.61
2037,,13.61
2038,,13.61
2039,,13.61
2040,,13.61
