year,Base case cost,Modeled water and wastewater efficiency
2017,135358.457304,118911.839843
2018,150360.1719,130758.478768
2019,169172.381942,145693.583855
2020,183081.863477,156790.608334
2021,196239.80368,167325.663657
2022,209071.7459,177631.791773
2023,221645.994513,187757.918669
2024,234059.571221,197777.344514
2025,247327.418172,208505.731705
2026,261412.360957,219912.878372
2027,275424.546809,231279.923475
2028,289559.216881,242763.289447
2029,304770.62554,255142.179552
2030,319272.439272,266958.968463
2031,335609.011578,280288.17209
