year,Base case diesel consumed,Modeled non-residential ashp
2017,126908.585731,88836.0099737
2018,126908.585731,88836.0099737
2019,126908.585731,88836.0099737
2020,126908.585731,88836.0099737
2021,126908.585731,88836.0099737
2022,126908.585731,88836.0099737
2023,126908.585731,88836.0099737
2024,126908.585731,88836.0099737
2025,126908.585731,88836.0099737
2026,126908.585731,88836.0099737
2027,126908.585731,88836.0099737
2028,126908.585731,88836.0099737
2029,126908.585731,88836.0099737
2030,126908.585731,88836.0099737
2031,126908.585731,88836.0099737
