year,Base case cost,Modeled non-residential energy efficiency
2017,1766160.79329,1719150.18753
2018,1869616.86935,1806066.6736
2019,2008292.03513,1924203.78576
2020,2069925.44214,1974378.39799
2021,2113949.30429,2009095.51359
2022,2146967.20091,2034186.93941
2023,2171180.32509,2051595.09971
2024,2188789.86995,2063262.47249
2025,2210801.80103,2078910.46373
2026,2237216.11832,2098536.93638
2027,2259228.04939,2114360.92805
2028,2279038.78736,2128325.11953
2029,2303251.91155,2146261.67713
2030,2318660.2633,2156500.34404
2031,2345074.58059,2176541.69195
