year,Base case diesel consumed,Modeled diesel efficiency
2019,149112.77218,135557.065619
2020,149553.499586,135957.726896
2021,149920.772424,136291.611294
2022,150361.499829,136692.272572
2023,150728.772667,137026.15697
2024,151169.500073,137426.818248
2025,151610.227478,137827.479526
2026,152050.954884,138228.140803
2027,152491.682289,138628.802081
2028,153005.864262,139096.240238
2029,153446.591668,139496.901516
2030,153887.319073,139897.562794
2031,154401.501046,140365.000951
2032,154915.683019,140832.439108
2033,155356.410425,141233.100386
2034,155870.592398,141700.538543
2035,156384.774371,142167.976701
2036,156898.956344,142635.414858
2037,157486.592884,143169.629895
2038,158000.774857,143637.068052
