year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,27685.48,2153076.0,2153076.0
2004,,27685.48,1948477.0,1948477.0
2005,,27685.48,1833493.0,1833493.0
2006,,27685.48,1805887.0,1805887.0
2007,,27685.48,1767108.0,1767108.0
2008,,27685.48,1875804.0,1875804.0
2009,,27685.48,1996912.0,1996912.0
2010,,27685.48,1988130.0,1988130.0
2011,,27685.48,2011072.0,2011072.0
2012,,27685.48,2088492.0,2088492.0
2013,,27685.48,2010187.0,2010187.0
2014,,27685.48,1966084.0,1966084.0
2015,,27685.48,2010883.0,2010883.0
2016,start of forecast,27685.48,2016000.0,2016000.0
2017,,27685.48,2020000.0,2020000.0
2018,,27685.48,2025000.0,2025000.0
2019,,27685.48,2030000.0,2030000.0
2020,,27685.48,2036000.0,2036000.0
2021,,27685.48,2041000.0,2041000.0
2022,,27685.48,2047000.0,2047000.0
2023,,27685.48,2052000.0,2052000.0
2024,,27685.48,2058000.0,2058000.0
2025,,27685.48,2064000.0,2064000.0
2026,,27685.48,2070000.0,2070000.0
2027,,27685.48,2076000.0,2076000.0
2028,,27685.48,2083000.0,2083000.0
2029,,27685.48,2089000.0,2089000.0
2030,,27685.48,2095000.0,2095000.0
2031,,27685.48,2102000.0,2102000.0
2032,,27685.48,2109000.0,2109000.0
2033,,27685.48,2115000.0,2115000.0
2034,,27685.48,2122000.0,2122000.0
2035,,27685.48,2129000.0,2129000.0
2036,,27685.48,2136000.0,2136000.0
2037,,27685.48,2144000.0,2144000.0
2038,,27685.48,2151000.0,2151000.0
2039,,27685.48,2159000.0,2159000.0
2040,,27685.48,2166000.0,2166000.0
