year,population
2003,287.0
2004,270.0
2005,264.0
2006,275.0
2007,279.0
2008,315.0
2009,322.0
2010,309.0
2011,312.0
2012,313.0
2013,314.0
2014,314.0
2015,314.0
2016,314.0
2017,313.0
2018,312.0
2019,312.0
2020,311.0
2021,310.0
2022,309.0
2023,307.0
2024,306.0
2025,304.0
2026,302.0
2027,300.0
2028,298.0
2029,297.0
2030,295.0
2031,294.0
2032,292.0
2033,290.0
2034,288.0
2035,286.0
2036,285.0
2037,284.0
2038,283.0
2039,282.0
2040,281.0
