year,Base case cost,Modeled residential energy efficiency
2017,523599.500188,580018.801412
2018,555216.35424,598285.813315
2019,604586.193178,630505.493423
2020,628697.044753,644652.782724
2021,639797.797856,648126.808612
2022,652326.596879,654071.177337
2023,656291.375628,652492.118769
2024,657868.342199,649240.978667
2025,666833.731075,652799.573213
2026,671562.175097,651864.14663
2027,675023.48055,650049.352137
2028,676151.898186,646611.125376
2029,685990.801053,650975.369836
2030,685842.92606,646705.767391
2031,690978.027017,646161.877467
2032,694864.297526,644749.707177
2033,699642.390146,643962.168226
2034,710208.342046,649017.183437
2035,711569.489478,645890.402118
2036,715917.341282,644832.891324
