year,Base case diesel consumed,Modeled non-residential ashp
2017,133422.338242,93395.6367694
2018,133422.338242,93395.6367694
2019,133422.338242,93395.6367694
2020,133422.338242,93395.6367694
2021,133422.338242,93395.6367694
2022,133422.338242,93395.6367694
2023,133422.338242,93395.6367694
2024,133422.338242,93395.6367694
2025,133422.338242,93395.6367694
2026,133422.338242,93395.6367694
2027,133422.338242,93395.6367694
2028,133422.338242,93395.6367694
2029,133422.338242,93395.6367694
2030,133422.338242,93395.6367694
2031,133422.338242,93395.6367694
