year,Base case cost,Modeled non-residential energy efficiency
2017,560091.805076,636904.874959
2018,601620.692578,675332.364533
2019,659225.278468,729890.313358
2020,687357.750647,755077.12612
2021,706112.7321,770964.654734
2022,720848.788956,782904.228589
2023,731565.921214,790894.283394
2024,739603.770408,796271.524319
2025,750320.902667,804387.390771
2026,762377.676458,813902.193057
2027,773094.808716,822138.04285
2028,781132.65791,827755.317944
2029,793189.431701,837443.825566
2030,799887.639363,841834.611038
2031,813284.054686,852970.475682
