year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46102.8961872,34116.1431785
2018,46102.8961872,34116.1431785
2019,46102.8961872,34116.1431785
2020,46102.8961872,34116.1431785
2021,46102.8961872,34116.1431785
2022,46102.8961872,34116.1431785
2023,46102.8961872,34116.1431785
2024,46102.8961872,34116.1431785
2025,46102.8961872,34116.1431785
2026,46102.8961872,34116.1431785
2027,46102.8961872,34116.1431785
2028,46102.8961872,34116.1431785
2029,46102.8961872,34116.1431785
2030,46102.8961872,34116.1431785
2031,46102.8961872,34116.1431785
