year,Base case cost,Modeled water and wastewater efficiency
2017,71833.7905182,52553.2993293
2018,76118.122197,55415.2968288
2019,81626.0681187,59094.6077695
2020,84194.8235313,60811.4191272
2021,86028.5396222,62037.5298983
2022,87249.8024434,62854.7620908
2023,88225.9618762,63508.4042441
2024,88957.0982446,63998.4861718
2025,89810.412059,64570.2246237
2026,90908.2497957,65305.3268248
2027,91761.1712373,65876.8937391
2028,92491.6063242,66366.6732195
2029,93466.590202,67019.8035468
2030,94074.5089735,67427.7540491
2031,95049.3056667,68080.7493728
