year,population
2003,578.0
2004,534.0
2005,558.0
2006,535.0
2007,513.0
2008,529.0
2009,548.0
2010,507.0
2011,517.0
2012,528.0
2013,538.0
2014,549.0
2015,559.0
2016,570.0
2017,581.0
2018,592.0
2019,604.0
2020,615.0
2021,627.0
2022,639.0
2023,652.0
2024,665.0
2025,678.0
2026,691.0
2027,704.0
2028,717.0
2029,731.0
2030,745.0
2031,760.0
2032,774.0
2033,789.0
2034,804.0
2035,819.0
2036,835.0
2037,851.0
2038,867.0
2039,884.0
2040,901.0
