year,annotation,Electricity price ($/kwh)
2002,,0.4
2003,,0.41
2004,,0.42
2005,,0.44
2006,,0.48
2007,,0.48
2008,,0.51
2009,,0.61
2010,,0.57
2011,,0.49
2012,,0.58
2013,,0.59
2016,start of forecast,0.15
2017,,0.18
2018,,0.21
2019,,0.24
2020,,0.26
2021,,0.27
2022,,0.28
2023,,0.28
2024,,0.29
2025,,0.29
2026,,0.3
2027,,0.3
2028,,0.31
2029,,0.32
2030,,0.32
2031,,0.33
2032,,0.33
2033,,0.34
2034,,0.35
2035,,0.35
2036,,0.36
2037,,0.37
2038,,0.37
2039,,0.38
2040,,0.39
