year,Base case diesel consumed,Modeled residential ashp
2017,191498.112007,41395.9013523
2018,195708.166212,45605.9555567
2019,201321.571817,51219.3611626
2020,205531.626022,55429.4153669
2021,211145.031628,61042.8209728
2022,215355.085832,65252.8751771
2023,220968.491438,70866.280783
2024,226581.897044,76479.6863888
2025,232195.30265,82093.0919947
2026,237808.708255,87706.4976005
2027,243422.113861,93319.9032063
2028,249035.519467,98933.3088122
2029,254648.925073,104546.714418
2030,260262.330679,110160.120024
2031,265875.736285,115773.52563
