year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,239124.02,2459.51,205090.17,150102.21
2018,238744.82,2474.5,205090.17,153402.18
2019,238289.78,2489.8,205090.17,157802.15
2020,237834.74,2505.34,205090.17,161102.12
2021,237379.7,2521.16,205090.17,165502.08
2022,236924.66,2537.35,205090.17,168802.05
2023,236469.62,2553.99,205090.17,173202.02
2024,235938.74,2571.04,205090.17,177601.98
2025,235483.69,2588.35,205090.17,182001.94
2026,234952.81,2605.84,205090.17,186401.9
2027,234497.77,2623.52,205090.17,190801.87
2028,233966.89,2641.47,205090.17,195201.83
2029,233436.01,2659.98,205090.17,199601.79
2030,232905.13,2678.8,205090.17,204001.76
2031,232374.25,2697.88,205090.17,208401.72
2032,231767.53,,,213901.67
2033,231236.65,,,218301.64
2034,230705.76,,,222701.6
2035,230099.04,,,228201.55
2036,229492.32,,,233701.51
