year,Base case cost,Modeled non-residential energy efficiency
2017,1328335.61996,1486340.10661
2018,1438267.61947,1585340.58635
2019,1591506.16424,1723341.25508
2020,1661462.8912,1786341.56037
2021,1711431.98188,1831341.77844
2022,1748075.98172,1864341.93835
2023,1771394.89071,1885342.04012
2024,1794713.79969,1906342.14188
2025,1818032.70868,1927342.24364
2026,1848014.16309,1954342.37448
2027,1874664.34479,1978342.49078
2028,1897983.25377,1999342.59255
2029,1924633.43547,2023342.70885
2030,1941289.79904,2038342.78154
2031,1974602.52616,2068342.92691
