year,Base case diesel consumed,Modeled residential energy efficiency
2017,153153.029442,136931.840203
2018,153153.029442,136931.840203
2019,151050.101508,134828.912269
2020,151050.101508,134828.912269
2021,148947.173575,132725.984336
2022,148947.173575,132725.984336
2023,146844.245641,130623.056402
2024,146844.245641,130623.056402
2025,144741.317708,128520.128469
2026,144741.317708,128520.128469
2027,142638.389774,126417.200535
2028,142638.389774,126417.200535
2029,140535.46184,124314.272602
2030,138432.533907,122211.344668
2031,136329.605973,120108.416735
