year,Base case diesel consumed,Modeled residential ashp
2017,29383.6344489,-123769.395146
2018,29383.6344489,-123769.395146
2019,28980.1708942,-124172.858701
2020,28980.1708942,-124172.858701
2021,28576.7073395,-124576.322255
2022,28576.7073395,-124576.322255
2023,28173.2437848,-124979.78581
2024,28173.2437848,-124979.78581
2025,27769.7802301,-125383.249365
2026,27769.7802301,-125383.249365
2027,27366.3166754,-125786.712919
2028,27366.3166754,-125786.712919
2029,26962.8531207,-126190.176474
2030,26559.389566,-126593.640029
2031,26155.9260113,-126997.103584
