year,Base case cost,Modeled biomass for heat (cordwood)
2017,185466.510694,202547.1024
2018,196326.990694,210619.474875
2019,211599.540694,221971.248669
2020,218726.730694,227268.743106
2021,223478.190694,230800.406064
2022,227211.480694,233575.284103
2023,229587.210694,235341.115582
2024,231962.940694,237106.947061
2025,234338.670694,238872.77854
2026,237393.180694,241143.133299
2027,239768.910694,242908.964778
2028,242144.640694,244674.796257
2029,244859.760694,246692.889376
2030,246556.710694,247954.197575
2031,249611.220694,250224.552334
2032,,
2033,,
2034,,
2035,,
2036,,
