year,Base case cost,Modeled diesel efficiency
2019,179920.005344,352038.629703
2020,190150.848292,361339.39602
2021,197033.525063,367596.374902
2022,202361.860928,372440.316598
2023,205938.96453,375692.228963
2024,209204.226458,378660.648897
2025,212776.005934,381907.721148
2026,217044.282726,385787.972777
2027,219952.067611,388431.413583
2028,223173.215351,391359.729709
2029,226890.166101,394738.775846
2030,229077.875398,396727.60248
2031,233277.69914,400545.624063
2032,237968.001766,404809.535541
2033,242139.683698,408601.973661
2034,246800.323336,412838.918787
2035,249438.200277,415236.988733
2036,254071.458695,419449.04184
2037,256688.039131,421827.751328
2038,261293.916329,426014.912416
