year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,22689.6670163,16790.3535921
2018,22689.6670163,16790.3535921
2019,22689.6670163,16790.3535921
2020,22689.6670163,16790.3535921
2021,22689.6670163,16790.3535921
2022,22689.6670163,16790.3535921
2023,22689.6670163,16790.3535921
2024,22689.6670163,16790.3535921
2025,22689.6670163,16790.3535921
2026,22689.6670163,16790.3535921
2027,22689.6670163,16790.3535921
2028,22689.6670163,16790.3535921
2029,22689.6670163,16790.3535921
2030,22689.6670163,16790.3535921
2031,22689.6670163,16790.3535921
