year,Base case cost,Modeled water and wastewater efficiency
2017,70267.557931,53383.0867555
2018,75157.6922406,56797.5019924
2019,82221.8428361,61729.880625
2020,85483.624225,64007.3689766
2021,87839.6472951,65652.4305652
2022,89653.4007001,66918.8855644
2023,90923.3954646,67805.6670649
2024,91831.4704177,68439.7528179
2025,93101.4732553,69326.5396791
2026,94552.9181981,70340.0195266
2027,95822.6299185,71226.5974009
2028,96729.7842934,71860.0229624
2029,98186.3419066,72877.1643439
2030,99097.3002952,73513.3141802
2031,100549.727032,74527.4958013
