year,Base case diesel consumed,Modeled residential ashp
2017,28945.8690304,12683.4110093
2018,28945.8690304,12683.4110093
2019,30855.2378977,14592.7798766
2020,30855.2378977,14592.7798766
2021,30855.2378977,14592.7798766
2022,30855.2378977,14592.7798766
2023,30855.2378977,14592.7798766
2024,30855.2378977,14592.7798766
2025,30855.2378977,14592.7798766
2026,30855.2378977,14592.7798766
2027,30855.2378977,14592.7798766
2028,30855.2378977,14592.7798766
2029,30855.2378977,14592.7798766
2030,30855.2378977,14592.7798766
2031,30855.2378977,14592.7798766
