year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,723919.62,9375.4,22689.67,16262.46
2018,723919.62,9375.53,22689.67,16262.46
2019,723919.62,9375.74,22689.67,17335.19
2020,723848.76,9375.94,22689.67,17335.19
2021,723848.76,9376.09,22689.67,17335.19
2022,723848.76,9376.31,22689.67,17335.19
2023,723777.91,9376.48,22689.67,17335.19
2024,723777.91,9376.67,22689.67,17335.19
2025,723707.05,9376.83,22689.67,17335.19
2026,723707.05,9377.02,22689.67,17335.19
2027,723707.05,9377.15,22689.67,17335.19
2028,723707.05,9377.26,22689.67,17335.19
2029,723636.2,9377.77,22689.67,17335.19
2030,723565.35,9378.13,22689.67,17335.19
2031,723494.49,9378.35,22689.67,17335.19
2032,723565.35,,,17335.19
2033,723565.35,,,17335.19
2034,723565.35,,,17335.19
2035,723636.2,,,17335.19
2036,723636.2,,,17335.19
