year,Base case diesel consumed,Modeled non-residential ashp
2017,28945.8690304,22138.9689187
2018,28945.8690304,22138.9689187
2019,30855.2378977,24048.337786
2020,30855.2378977,24048.337786
2021,30855.2378977,24048.337786
2022,30855.2378977,24048.337786
2023,30855.2378977,24048.337786
2024,30855.2378977,24048.337786
2025,30855.2378977,24048.337786
2026,30855.2378977,24048.337786
2027,30855.2378977,24048.337786
2028,30855.2378977,24048.337786
2029,30855.2378977,24048.337786
2030,30855.2378977,24048.337786
2031,30855.2378977,24048.337786
