year,Base case cost,Modeled non-residential energy efficiency
2017,278818.784502,297187.760129
2018,294068.663621,311234.083821
2019,315628.837549,331092.679386
2020,325620.137661,340295.443184
2021,332982.148271,347076.427035
2022,338240.727277,351919.986929
2023,341921.732582,355310.478854
2024,344551.022085,357732.258801
2025,348232.02739,361122.750727
2026,352438.890595,364997.598642
2027,356119.8959,368388.090567
2028,359275.043304,371294.226503
2029,363481.906509,375169.074418
2030,365585.338112,377106.498376
2031,370318.059218,381465.70228
