year,Base case cost,Modeled water and wastewater efficiency
2017,41877.7587483,23839.0916785
2018,44201.9423546,25160.670112
2019,47482.3850987,27035.0234108
2020,48991.824966,27847.1682268
2021,50102.971876,28453.7652084
2022,50893.1198246,28874.082525
2023,51442.9583521,29155.559633
2024,51831.2519534,29337.6508901
2025,52377.7140595,29610.2143284
2026,53002.2002309,29925.9894112
2027,53545.1680183,30191.0106193
2028,54002.501551,30387.9426313
2029,54621.4198192,30692.982655
2030,54922.4322776,30814.0941918
2031,55617.3206631,31159.6746341
