year,Base case diesel consumed,Modeled residential energy efficiency
2017,70599.140877,47040.3261729
2018,71680.1538104,48121.3391063
2019,72761.1667437,49202.3520396
2020,73842.1796771,50283.3649729
2021,74923.1926104,51364.3779063
2022,76004.2055437,52445.3908396
2023,76004.2055437,52445.3908396
2024,77085.2184771,53526.403773
2025,78166.2314104,54607.4167063
2026,79247.2443438,55688.4296397
2027,80328.2572771,56769.442573
2028,81409.2702105,57850.4555064
2029,83571.2960772,60012.4813731
2030,84652.3090105,61093.4943064
2031,85733.3219439,62174.5072398
2032,86814.3348772,63255.5201731
2033,87895.3478106,64336.5331065
2034,88976.3607439,65417.5460398
2035,90057.3736773,66498.5589732
2036,91138.3866106,67579.5719065
