year,Base case diesel consumed,Modeled non-residential ashp
2017,77347.8346275,54143.4842161
2018,77347.8346275,54143.4842161
2019,77347.8346275,54143.4842161
2020,77347.8346275,54143.4842161
2021,77347.8346275,54143.4842161
2022,77347.8346275,54143.4842161
2023,77347.8346275,54143.4842161
2024,77347.8346275,54143.4842161
2025,77347.8346275,54143.4842161
2026,77347.8346275,54143.4842161
2027,77347.8346275,54143.4842161
2028,77347.8346275,54143.4842161
2029,77347.8346275,54143.4842161
2030,77347.8346275,54143.4842161
2031,77347.8346275,54143.4842161
