year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,33352.48,271552.17,142956.78,41949.82,183673.48,112346.35
2018,35913.51,292436.09,151120.63,44348.34,194214.28,118793.77
2019,39614.52,322601.74,162912.85,47817.23,209439.89,128106.72
2020,41320.51,336524.36,162382.5,49413.63,216467.09,129808.83
2021,42551.74,346579.57,166173.79,50564.8,221542.3,132852.27
2022,43497.71,354314.36,169090.16,51447.92,225446.3,135193.39
2023,44158.51,359728.71,171131.62,52063.2,228179.1,136832.17
2024,44629.78,363596.1,166241.45,52501.16,230131.1,135242.67
2025,45291.04,369010.45,168207.82,53117.5,232863.9,136848.67
2026,46047.37,375198.27,170455.1,53823.24,235987.1,138684.1
2027,46708.39,380612.62,172421.47,54439.17,238719.9,140290.11
2028,47179.41,384480.01,173826.02,54876.73,240671.9,141437.25
2029,47935.03,390667.84,169349.48,55581.08,243795.11,140348.75
2030,48408.95,394535.23,170700.4,56024.82,245747.11,141472.49
2031,49166.05,400723.06,172861.86,56732.35,248870.31,143270.46
2032,,,175293.51,,,145293.18
2033,,,177454.97,,,147091.16
2034,,,172744.43,,,146007.34
2035,,,174301.17,,,147327.73
2036,,,176636.27,,,149308.31
