year,Base case cost,Modeled non-residential energy efficiency
2017,455225.650337,478099.628977
2018,486650.370989,505128.37113
2019,532041.634153,544944.404895
2020,552991.447921,562488.462729
2021,568121.868975,574757.648491
2022,579760.654402,583875.843961
2023,587907.8042,589842.202273
2024,593727.196914,593718.270896
2025,601874.346712,599752.740153
2026,611185.375053,606882.446836
2027,619332.524852,612981.871753
2028,625151.917565,616987.888232
2029,634462.945907,624211.634177
2030,640282.33862,628278.145327
2031,649593.366961,635560.968099
