year,Base case diesel consumed,Modeled residential energy efficiency
2017,30236.4567488,29914.8586133
2018,30236.4567488,29914.8586133
2019,30236.4567488,29914.8586133
2020,29163.7292039,28842.1310683
2021,29163.7292039,28842.1310683
2022,29163.7292039,28842.1310683
2023,29163.7292039,28842.1310683
2024,28091.001659,27769.4035234
2025,28091.001659,27769.4035234
2026,28091.001659,27769.4035234
2027,28091.001659,27769.4035234
2028,28091.001659,27769.4035234
2029,27018.274114,26696.6759785
2030,27018.274114,26696.6759785
2031,27018.274114,26696.6759785
2032,27018.274114,26696.6759785
2033,27018.274114,26696.6759785
2034,25945.5465691,25623.9484336
2035,25945.5465691,25623.9484336
2036,25945.5465691,25623.9484336
