year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,684453.71,9499.99,77347.83,30236.46
2018,684807.98,9498.94,77347.83,30236.46
2019,685091.4,9498.08,77347.83,30236.46
2020,685303.96,9497.24,77347.83,29163.73
2021,685587.38,9496.48,77347.83,29163.73
2022,685799.94,9495.67,77347.83,29163.73
2023,686083.36,9494.84,77347.83,29163.73
2024,686295.92,9494.1,77347.83,28091.0
2025,686508.48,9493.4,77347.83,28091.0
2026,686721.05,9492.75,77347.83,28091.0
2027,686933.61,9492.05,77347.83,28091.0
2028,687146.17,9491.33,77347.83,28091.0
2029,687429.59,9490.6,77347.83,27018.27
2030,687429.59,9490.48,77347.83,27018.27
2031,687571.3,9490.06,77347.83,27018.27
2032,687854.72,,,27018.27
2033,688208.99,,,27018.27
2034,688563.26,,,25945.55
2035,688846.68,,,25945.55
2036,689059.24,,,25945.55
