year,Base case cost,Modeled residential energy efficiency
2017,255303.131501,255018.363943
2018,269914.399872,269513.838259
2019,291019.565297,290465.296662
2020,292191.329357,291551.552209
2021,299026.060981,298317.502591
2022,304283.546846,303516.487348
2023,307963.786951,307148.491664
2024,301484.115816,300627.619607
2025,305056.489412,304152.949092
2026,309139.202093,308185.976655
2027,312711.575689,311712.442613
2028,315263.271115,314225.210702
2029,309698.237182,308612.136974
2030,312172.885101,311048.915979
2031,316132.321771,314961.34647
2032,320586.688025,319365.989276
2033,324546.124696,323279.405501
2034,318751.773784,317436.293769
2035,321628.894278,320274.76585
2036,325944.575021,324542.603808
