year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,65706.62,6992.12,45514.86,34585.03
2018,65863.06,6995.54,45514.86,35293.1
2019,66097.73,6999.59,45514.86,36001.17
2020,66332.39,7003.65,45514.86,36709.24
2021,66645.28,7007.99,45514.86,37417.31
2022,66801.73,7011.76,45514.86,38125.38
2023,67036.39,7015.44,45514.86,38833.45
2024,67271.06,7018.85,45514.86,38833.45
2025,67505.73,7022.79,45514.86,39541.52
2026,67896.84,7029.33,45514.86,40957.66
2027,68131.5,7033.83,45514.86,41665.73
2028,68366.17,7038.38,45514.86,42373.8
2029,68679.06,7042.95,45514.86,43081.87
2030,68913.73,7047.58,45514.86,43789.94
2031,69304.84,7054.21,45514.86,45206.08
2032,69617.73,,,45914.15
2033,69852.39,,,46622.22
2034,70165.28,,,47330.29
2035,70556.39,,,48038.36
2036,70791.06,,,48746.43
