year,population
2003,290.0
2004,292.0
2005,292.0
2006,287.0
2007,285.0
2008,272.0
2009,283.0
2010,296.0
2011,302.0
2012,304.0
2013,306.0
2014,307.0
2015,311.0
2016,313.0
2017,316.0
2018,319.0
2019,322.0
2020,325.0
2021,328.0
2022,331.0
2023,334.0
2024,336.0
2025,339.0
2026,344.0
2027,348.0
2028,351.0
2029,354.0
2030,358.0
2031,363.0
2032,366.0
2033,370.0
2034,374.0
2035,378.0
2036,381.0
2037,385.0
2038,389.0
2039,393.0
2040,397.0
