year,Base case diesel consumed,Modeled residential energy efficiency
2017,12717.4298791,11613.5190483
2018,12717.4298791,11613.5190483
2019,12717.4298791,11613.5190483
2020,12717.4298791,11613.5190483
2021,12717.4298791,11613.5190483
2022,12717.4298791,11613.5190483
2023,12717.4298791,11613.5190483
2024,12717.4298791,11613.5190483
2025,11643.3355121,10539.4246813
2026,11643.3355121,10539.4246813
2027,11643.3355121,10539.4246813
2028,11643.3355121,10539.4246813
2029,12717.4298791,11613.5190483
2030,12717.4298791,11613.5190483
2031,12717.4298791,11613.5190483
