year,Base case cost,Modeled diesel efficiency
2019,90415.8283154,228080.770027
2020,94355.5158237,228243.134705
2021,97113.2970795,227411.175879
2022,99280.1252091,226120.24552
2023,100659.015837,224189.432888
2024,101840.922089,222154.176572
2025,103219.812717,220370.88096
2026,104795.687721,218837.837933
2027,106174.578349,217195.225743
2028,107356.484601,215441.415189
2029,108932.359604,214112.045842
2030,109917.281482,212310.180204
2031,111493.156485,211108.761587
2032,113266.015864,210148.154788
2033,114841.890867,209068.759413
2034,116614.750246,208227.316053
2035,117796.656498,206906.137792
2036,118989.081334,205650.669718
2037,120554.437754,204789.062099
2038,122327.297133,204169.640297
