year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,315664.625329,233591.822743
2018,315664.625329,233591.822743
2019,315664.625329,233591.822743
2020,315664.625329,233591.822743
2021,315664.625329,233591.822743
2022,315664.625329,233591.822743
2023,315664.625329,233591.822743
2024,315664.625329,233591.822743
2025,315664.625329,233591.822743
2026,315664.625329,233591.822743
2027,315664.625329,233591.822743
2028,315664.625329,233591.822743
2029,315664.625329,233591.822743
2030,315664.625329,233591.822743
2031,315664.625329,233591.822743
