year,Base case diesel consumed,Modeled non-residential ashp
2017,315664.625329,220965.237636
2018,315664.625329,220965.237636
2019,315664.625329,220965.237636
2020,315664.625329,220965.237636
2021,315664.625329,220965.237636
2022,315664.625329,220965.237636
2023,315664.625329,220965.237636
2024,315664.625329,220965.237636
2025,315664.625329,220965.237636
2026,315664.625329,220965.237636
2027,315664.625329,220965.237636
2028,315664.625329,220965.237636
2029,315664.625329,220965.237636
2030,315664.625329,220965.237636
2031,315664.625329,220965.237636
