year,Base case cost,Modeled non-residential energy efficiency
2017,2342866.5634,2165081.00668
2018,2473009.78372,2278981.49162
2019,2651354.19675,2436865.13524
2020,2742936.4629,2515876.17381
2021,2800777.89415,2564275.93754
2022,2848979.08687,2604000.1163
2023,2877899.80249,2626271.14205
2024,2906820.51812,2648637.19918
2025,2935741.23375,2671096.06038
2026,2974302.18792,2702420.78312
2027,3008043.02281,2729446.39445
2028,3036963.73844,2752170.82004
2029,3070704.57334,2779367.2667
2030,3094805.16969,2797870.9074
2031,3133366.12386,2829617.89163
