year,annotation,Electricity price ($/kwh)
2002,,0.38
2003,,0.4
2004,,0.42
2005,,0.46
2006,,0.47
2007,,0.45
2008,,0.44
2009,,0.54
2010,,0.52
2011,,0.53
2012,,0.58
2013,,0.57
2016,start of forecast,0.17
2017,,0.19
2018,,0.2
2019,,0.22
2020,,0.23
2021,,0.24
2022,,0.24
2023,,0.25
2024,,0.25
2025,,0.25
2026,,0.26
2027,,0.26
2028,,0.26
2029,,0.27
2030,,0.27
2031,,0.27
2032,,0.28
2033,,0.28
2034,,0.29
2035,,0.29
2036,,0.29
2037,,0.3
2038,,0.3
2039,,0.3
2040,,0.31
