year,Base case cost,Modeled wind power
2019,526480.05629,672435.208057
2020,563309.4603,705970.643327
2021,593599.030926,733995.610444
2022,617579.805178,756123.52728
2023,636172.712828,773687.069699
2024,652434.270508,788919.262147
2025,671922.7921,807172.545462
2026,698299.937188,832108.579227
2027,719385.06882,851958.472581
2028,738633.642952,870177.681482
2029,759550.895774,889859.696027
2030,776609.104023,906094.41209
2031,801546.843052,929591.039796
2032,831484.417276,957881.62965
2033,856696.694584,981652.795634
2034,886216.944988,1009526.06167
2035,905467.004332,1027952.62883
2036,934077.576654,1054916.21678
2037,956513.47018,1076322.74507
2038,987257.475399,1105625.63897
