year,Base case diesel consumed,Modeled diesel efficiency
2019,36272.1372286,32974.6702079
2020,36272.1372286,32974.6702079
2021,36352.5632535,33047.784776
2022,36352.5632535,33047.784776
2023,36352.5632535,33047.784776
2024,36432.9892784,33120.899344
2025,36432.9892784,33120.899344
2026,36432.9892784,33120.899344
2027,36513.4153033,33194.0139121
2028,36513.4153033,33194.0139121
2029,36593.8413282,33267.1284802
2030,36593.8413282,33267.1284802
2031,36674.2673531,33340.2430483
2032,36674.2673531,33340.2430483
2033,36754.693378,33413.3576164
2034,36754.693378,33413.3576164
2035,36835.1194029,33486.4721845
2036,36835.1194029,33486.4721845
2037,36835.1194029,33486.4721845
2038,36915.5454278,33559.5867526
