year,Base case cost,Modeled water and wastewater efficiency
2017,108269.148439,82341.0456919
2018,114719.34974,86746.728874
2019,123606.483096,92864.6798085
2020,127797.041769,95690.8266799
2021,130769.584054,97665.2197046
2022,132870.141764,99030.4885537
2023,134446.940916,100030.852819
2024,135675.580951,100789.469601
2025,137079.893876,101673.778776
2026,139008.750622,102928.467099
2027,140418.847574,103821.641014
2028,141653.225555,104593.77057
2029,143409.249242,105734.017167
2030,144469.021974,106388.008458
2031,146227.431209,107534.23472
