year,Base case diesel consumed,Modeled solar power (pv)
2016,36111.2851789,35447.1930793
2017,36191.7112038,35532.931841
2018,36191.7112038,35538.2020759
2019,36272.1372286,35623.8561738
2020,36272.1372286,35629.0424223
2021,36352.5632535,35714.6132056
2022,36352.5632535,35719.716806
2023,36352.5632535,35724.7795776
2024,36432.9892784,35810.2278719
2025,36432.9892784,35815.2099631
2026,36432.9892784,35820.1521977
2027,36513.4153033,35905.4809192
2028,36513.4153033,35910.3443943
2029,36593.8413282,35995.5949865
2030,36593.8413282,36000.3809572
2031,36674.2673531,36085.5546651
2032,36674.2673531,36090.2643666
2033,36754.693378,36175.3624153
2034,36754.693378,36179.997063
2035,36835.1194029,36265.0206585
