year,Base case diesel consumed,Modeled non-residential ashp
2017,40366.9697725,28256.8788528
2018,40366.9697725,28256.8788528
2019,40366.9697725,28256.8788528
2020,40366.9697725,28256.8788528
2021,40366.9697725,28256.8788528
2022,40366.9697725,28256.8788528
2023,40366.9697725,28256.8788528
2024,40366.9697725,28256.8788528
2025,40366.9697725,28256.8788528
2026,40366.9697725,28256.8788528
2027,40366.9697725,28256.8788528
2028,40366.9697725,28256.8788528
2029,40366.9697725,28256.8788528
2030,40366.9697725,28256.8788528
2031,40366.9697725,28256.8788528
