year,Base case cost,Modeled biomass for heat (cordwood)
2017,188949.538507,212233.73189
2018,203885.328507,222544.010016
2019,224472.498507,237050.193307
2020,234160.578507,243514.214898
2021,241022.968507,247905.273502
2022,245867.008507,250819.944094
2023,249500.038507,252854.810658
2024,252325.728507,254307.986363
2025,255555.088507,256074.552181
2026,259995.458507,258751.117863
2027,263224.818507,260546.464488
2028,266050.508507,262057.217995
2029,270087.208507,264476.971351
2030,272509.228507,265716.049464
2031,276545.928507,268161.97881
2032,,
2033,,
2034,,
2035,,
2036,,
