year,Base case cost,Modeled residential energy efficiency
2017,211962.710901,212410.05487
2018,222308.294179,221783.862976
2019,236568.422482,234832.531169
2020,243279.071095,240815.661568
2021,248032.447196,244972.216379
2022,251387.771503,247825.942013
2023,253904.264733,249900.588796
2024,265438.541663,261034.958634
2025,267759.418948,262944.751635
2026,270950.625214,265678.237224
2027,273271.502499,267600.531427
2028,275302.270123,269256.401394
2029,278203.366729,271735.529584
2030,290045.994197,283232.555749
2031,293052.08382,285828.046733
2032,296358.782405,288711.978797
2033,299665.480991,291601.268104
2034,302972.179576,294495.789096
2035,305076.442312,296263.59812
2036,319125.567806,309910.644411
