year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,40366.9697725,29871.5576316
2018,40366.9697725,29871.5576316
2019,40366.9697725,29871.5576316
2020,40366.9697725,29871.5576316
2021,40366.9697725,29871.5576316
2022,40366.9697725,29871.5576316
2023,40366.9697725,29871.5576316
2024,40366.9697725,29871.5576316
2025,40366.9697725,29871.5576316
2026,40366.9697725,29871.5576316
2027,40366.9697725,29871.5576316
2028,40366.9697725,29871.5576316
2029,40366.9697725,29871.5576316
2030,40366.9697725,29871.5576316
2031,40366.9697725,29871.5576316
