year,Base case cost,Modeled diesel efficiency
2019,145451.270287,308310.98796
2020,154156.583222,312097.9738
2021,160678.329581,313996.624154
2022,165040.637171,314026.606401
2023,168312.367864,313157.3993
2024,171235.049609,312060.957173
2025,174149.688751,311045.174507
2026,178157.317572,311108.927918
2027,181471.674058,310626.329345
2028,184027.613129,309536.189673
2029,188092.344427,309897.688396
2030,190287.974907,308638.138429
2031,194373.616972,309173.083389
2032,198407.78638,309735.74931
2033,202885.907447,310774.775454
2034,206928.923718,311489.314147
2035,209960.180597,311353.468368
2036,214012.043731,312213.21678
2037,216590.502089,311799.688273
2038,221124.117113,313228.205739
