year,Base case diesel consumed,Modeled residential energy efficiency
2017,11554.1268092,9788.75647129
2018,11554.1268092,9788.75647129
2019,11554.1268092,9788.75647129
2020,11554.1268092,9788.75647129
2021,11554.1268092,9788.75647129
2022,11554.1268092,9788.75647129
2023,11554.1268092,9788.75647129
2024,12121.5008313,10356.1304934
2025,12121.5008313,10356.1304934
2026,12121.5008313,10356.1304934
2027,12121.5008313,10356.1304934
2028,12121.5008313,10356.1304934
2029,12121.5008313,10356.1304934
2030,12688.8748534,10923.5045154
2031,12688.8748534,10923.5045154
2032,12688.8748534,10923.5045154
2033,12688.8748534,10923.5045154
2034,12688.8748534,10923.5045154
2035,12688.8748534,10923.5045154
2036,13256.2488755,11490.8785375
