year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,39515.42,188949.4,86037.28,68753.73,150705.99,125925.43
2018,42641.96,203885.18,90312.31,72077.39,157971.16,131995.99
2019,46950.78,224472.33,96204.91,76655.71,167985.3,140363.51
2020,48980.63,234160.4,98977.9,78816.41,172697.84,144301.17
2021,50419.57,241022.79,100942.11,80350.01,176035.89,147090.34
2022,51435.91,245866.82,102328.6,81434.23,178392.16,149059.17
2023,52198.54,249499.85,103368.47,82248.4,180159.37,150535.79
2024,52792.29,252325.54,109292.96,82883.29,181533.86,156145.58
2025,53470.92,255554.9,110262.68,83608.98,183104.7,157496.74
2026,54403.52,259995.26,111596.05,84605.23,185264.62,159354.58
2027,55083.7,263224.62,112565.77,85335.15,186835.47,160705.73
2028,55679.02,266050.31,113414.27,85974.21,188209.96,161888.0
2029,56527.57,270087.01,114626.42,86881.68,190173.52,163576.94
2030,57038.33,272509.02,120753.1,87430.69,191351.65,169292.89
2031,57887.56,276545.72,122021.99,88339.87,193315.21,171030.09
2032,,,123417.77,,,172941.02
2033,,,124813.54,,,174851.94
2034,,,126209.32,,,176762.86
2035,,,127097.54,,,177978.9
2036,,,134238.8,,,184886.76
