year,Base case cost,Modeled non-residential energy efficiency
2017,339655.386286,339622.107659
2018,361856.331567,359016.525004
2019,392457.634521,386118.070618
2020,406858.247676,398418.346348
2021,417058.681994,406896.320506
2022,424258.988572,412649.458448
2023,429659.218505,416775.236804
2024,433859.397342,419822.170174
2025,438659.601727,423436.729956
2026,445259.882756,428716.425013
2027,450060.087141,432366.990249
2028,454260.265978,435485.95478
2029,460260.521459,440268.803543
2030,463860.674748,442872.327737
2031,469860.930229,447687.923269
