year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,177720.130883,131512.896854
2018,177720.130883,131512.896854
2019,177720.130883,131512.896854
2020,177720.130883,131512.896854
2021,177720.130883,131512.896854
2022,177720.130883,131512.896854
2023,177720.130883,131512.896854
2024,177720.130883,131512.896854
2025,177720.130883,131512.896854
2026,177720.130883,131512.896854
2027,177720.130883,131512.896854
2028,177720.130883,131512.896854
2029,177720.130883,131512.896854
2030,177720.130883,131512.896854
2031,177720.130883,131512.896854
