year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,1877.0,1352.0
2018,1877.0,1352.0
2019,1877.0,1352.0
2020,1877.0,1352.0
2021,1877.0,1352.0
2022,1877.0,1352.0
2023,1877.0,1352.0
2024,1877.0,1352.0
2025,1877.0,1352.0
2026,1877.0,1352.0
2027,1877.0,1352.0
2028,1877.0,1352.0
2029,1877.0,1352.0
2030,1877.0,1352.0
2031,1877.0,1352.0
