year,Base case cost,Modeled water and wastewater efficiency
2017,11200.7751352,9480.61527545
2018,11946.4507536,10020.1729662
2019,12970.7794431,10769.3687631
2020,13447.833501,11108.2253494
2021,13779.9879618,11338.7667396
2022,14025.2026644,11504.4887703
2023,14195.7383439,11614.5844007
2024,14335.0648795,11701.6733563
2025,14503.3713345,11810.925523
2026,14705.116158,11945.6779374
2027,14877.8810621,12059.0681659
2028,15017.2075977,12147.7403981
2029,15207.8062984,12275.2719649
2030,15324.8405883,12347.9480285
2031,15531.0438609,12487.9126459
